NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY_FLAG,MEGA_EVOLUTION_FLAG,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL,CAPTURE_RATE,BASE_EGG_HATCH_CYCLE,BASE_EGG_HATCH_STEPS,EGG_GROUP1,EGG_GROUP2,BASE_EXP,EFFORT_HP,EFFORT_ATK,EFFORT_DEF,EFFORT_SP_ATK,EFFORT_SP_DEF,EFFORT_SPD,EFFORT_TOTAL
479,3,4793,Rotom,Electric,Water,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,45,20,5120,Amorphous,,182,0,0,0,1,0,1,2
479,4,4794,Rotom,Electric,Ice,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,45,20,5120,Amorphous,,182,0,0,0,1,0,1,2
479,5,4795,Rotom,Electric,Flying,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,45,20,5120,Amorphous,,182,0,0,0,1,0,1,2
479,6,4796,Rotom,Electric,Grass,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,45,20,5120,Amorphous,,182,0,0,0,1,0,1,2
480,1,4801,Uxie,Psychic,,Yellow,Levitate,,,4,1,0,0.3,0.3,75,75,130,75,130,95,580,3,80,20480,Undiscovered,,290,0,0,2,0,1,0,3
481,1,4811,Mesprit,Psychic,,Pink,Levitate,,,4,1,0,0.3,0.3,80,105,105,105,105,80,580,3,80,20480,Undiscovered,,290,0,1,0,1,1,0,3
482,1,4821,Azelf,Psychic,,Blue,Levitate,,,4,1,0,0.3,0.3,75,125,70,125,70,115,580,3,80,20480,Undiscovered,,290,0,2,0,1,0,0,3
483,1,4831,Dialga,Steel,Dragon,White,Pressure,,Telepathy,4,1,0,5.4,683,100,120,120,150,100,90,680,3,120,30720,Undiscovered,,340,0,0,0,3,0,0,3
484,1,4841,Palkia,Water,Dragon,Purple,Pressure,,Telepathy,4,1,0,4.2,336,90,120,100,150,120,100,680,3,120,30720,Undiscovered,,340,0,0,0,3,0,0,3
485,1,4851,Heatran,Fire,Steel,Brown,Flash Fire,,Flame Body,4,1,0,1.7,430,91,90,106,130,106,77,600,3,10,2560,Undiscovered,,300,0,0,0,3,0,0,3
486,1,4861,Regigigas,Normal,,White,Slow Start,,,4,1,0,3.7,420,110,160,110,80,110,100,670,3,120,30720,Undiscovered,,335,0,3,0,0,0,0,3
487,1,4871,Giratina,Ghost,Dragon,Black,Pressure,,Telepathy,4,1,0,4.5,750,150,100,120,100,120,90,680,3,120,30720,Undiscovered,,340,3,0,0,0,0,0,3
487,2,4872,Giratina,Ghost,Dragon,Black,Levitate,,,4,1,0,6.9,650,150,120,100,120,100,90,680,3,120,30720,Undiscovered,,340,3,0,0,0,0,0,3
488,1,4881,Cresselia,Psychic,,Yellow,Levitate,,,4,1,0,1.5,85.6,120,70,120,75,130,85,600,3,120,30720,Undiscovered,,300,0,0,0,0,3,0,3
489,1,4891,Phione,Water,,Blue,Hydration,,,4,1,0,0.4,3.1,80,80,80,80,80,80,480,30,40,10240,Water1,Fairy,240,1,0,0,0,0,0,1
490,1,4901,Manaphy,Water,,Blue,Hydration,,,4,1,0,0.3,1.4,100,100,100,100,100,100,600,3,10,2560,Water1,Fairy,300,3,0,0,0,0,0,3
491,1,4911,Darkrai,Dark,,Black,Bad Dreams,,,4,1,0,1.5,50.5,70,90,90,135,90,125,600,3,120,30720,Undiscovered,,300,0,0,0,2,0,1,3
492,1,4921,Shaymin,Grass,,Green,Natural cure,,,4,1,0,0.2,2.1,100,100,100,100,100,100,600,45,120,30720,Undiscovered,,300,3,0,0,0,0,0,3
492,2,4922,Shaymin,Grass,Flying,Green,Serene Grace,,,4,1,0,0.4,5.2,100,103,75,120,75,127,600,45,120,30720,Undiscovered,,300,0,0,0,0,0,3,3
493,1,4931,Arceus,Normal,,White,Multitype,,,4,1,0,3.2,320,120,120,120,120,120,120,720,3,120,30720,Undiscovered,,360,3,0,0,0,0,0,3
494,1,4941,Victini,Psychic,Fire,Yellow,Victory Star,,,5,1,0,0.4,4,100,100,100,100,100,100,600,3,120,30720,Undiscovered,,300,3,0,0,0,0,0,3
495,1,4951,Snivy,Grass,,Green,Overgrow,,Contrary,5,0,0,0.6,8.1,45,45,55,45,55,63,308,45,20,5120,Field,Grass,62,0,0,0,0,0,1,1
496,1,4961,Servine,Grass,,Green,Overgrow,,Contrary,5,0,0,0.8,16,60,60,75,60,75,83,413,45,20,5120,Field,Grass,145,0,0,0,0,0,2,2
497,1,4971,Serperior,Grass,,Green,Overgrow,,Contrary,5,0,0,3.3,63,75,75,95,75,95,113,528,45,20,5120,Field,Grass,264,0,0,0,0,0,3,3
498,1,4981,Tepig,Fire,,Red,Blaze,,Thick Fat,5,0,0,0.5,9.9,65,63,45,45,45,45,308,45,20,5120,Field,,62,1,0,0,0,0,0,1
499,1,4991,Pignite,Fire,Fighting,Red,Blaze,,Thick Fat,5,0,0,1,55.5,90,93,55,70,55,55,418,45,20,5120,Field,,146,0,2,0,0,0,0,2
500,1,5001,Emboar,Fire,Fighting,Red,Blaze,,Reckless,5,0,0,1.6,150,110,123,65,100,65,65,528,45,20,5120,Field,,264,0,3,0,0,0,0,3
501,1,5011,Oshawott,Water,,Blue,Torrent,,Shell Armor,5,0,0,0.5,5.9,55,55,45,63,45,45,308,45,20,5120,Field,,62,0,0,0,1,0,0,1
502,1,5021,Dewott,Water,,Blue,Torrent,,Shell Armor,5,0,0,0.8,24.5,75,75,60,83,60,60,413,45,20,5120,Field,,145,0,0,0,2,0,0,2
503,1,5031,Samurott,Water,,Blue,Torrent,,Shell Armor,5,0,0,1.5,94.6,95,100,85,108,70,70,528,45,20,5120,Field,,264,0,0,0,3,0,0,3
504,1,5041,Patrat,Normal,,Brown,Run Away,Keen Eye,Analytic,5,0,0,0.5,11.6,45,55,39,35,39,42,255,255,15,3840,Field,,51,0,1,0,0,0,0,1
505,1,5051,Watchog,Normal,,Brown,Illuminate,Keen Eye,Analytic,5,0,0,1.1,27,60,85,69,60,69,77,420,255,20,5120,Field,,147,0,2,0,0,0,0,2
506,1,5061,Lillipup,Normal,,Brown,Vital Spilit,Pickup,Run Away,5,0,0,0.4,4.1,45,60,45,25,45,55,275,255,15,3840,Field,,55,0,1,0,0,0,0,1
507,1,5071,Herdier,Normal,,Grey,Intimidate,Sand Rush,Scrappy,5,0,0,0.9,14.7,65,80,65,35,65,60,370,120,15,3840,Field,,130,0,2,0,0,0,0,2
508,1,5081,Stoutland,Normal,,Grey,Intimidate,Sand Rush,Scrappy,5,0,0,1.2,61,85,110,90,45,90,80,500,45,15,3840,Field,,250,0,3,0,0,0,0,3
509,1,5091,Purrloin,Dark,,Purple,Limber,Unburden,Prankster,5,0,0,0.4,10.1,41,50,37,50,37,66,281,255,20,5120,Field,,56,0,0,0,0,0,1,1
510,1,5101,Liepard,Dark,,Purple,Limber,Unburden,Prankster,5,0,0,1.1,37.5,64,88,50,88,50,106,446,90,20,5120,Field,,156,0,0,0,0,0,2,2
511,1,5111,Pansage,Grass,,Green,Gluttony,,Overgrow,5,0,0,0.6,10.5,50,53,48,53,48,64,316,190,20,5120,Field,,63,0,0,0,0,0,1,1
512,1,5121,Simisage,Grass,,Green,Gluttony,,Overgrow,5,0,0,1.1,30.5,75,98,63,98,63,101,498,75,20,5120,Field,,174,0,0,0,0,0,2,2
513,1,5131,Pansear,Fire,,Red,Gluttony,,Blaze,5,0,0,0.6,11,50,53,48,53,48,64,316,190,20,5120,Field,,63,0,0,0,0,0,1,1
514,1,5141,Simisear,Fire,,Red,Gluttony,,Blaze,5,0,0,1,28,75,98,63,98,63,101,498,75,20,5120,Field,,174,0,0,0,0,0,2,2
515,1,5151,Panpour,Water,,Blue,Gluttony,,Torrent,5,0,0,0.6,13.5,50,53,48,53,48,64,316,190,20,5120,Field,,63,0,0,0,0,0,1,1
516,1,5161,Simipour,Water,,Blue,Gluttony,,Torrent,5,0,0,1,29,75,98,63,98,63,101,498,75,20,5120,Field,,174,0,0,0,0,0,2,2
517,1,5171,Munna,Psychic,,Pink,Forewarn,Synchronize,Telepathy,5,0,0,0.6,23.3,76,25,45,67,55,24,292,190,10,2560,Field,,58,1,0,0,0,0,0,1
518,1,5181,Musharna,Psychic,,Pink,Forewarn,Synchronize,Telepathy,5,0,0,1.1,60.5,116,55,85,107,95,29,487,75,10,2560,Field,,170,2,0,0,0,0,0,2
519,1,5191,Pidove,Normal,Flying,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,0.3,2.1,50,55,50,36,30,43,264,255,15,3840,Flying,,53,0,1,0,0,0,0,1
520,1,5201,Tranquill,Normal,Flying,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,0.6,15,62,77,62,50,42,65,358,120,15,3840,Flying,,125,0,2,0,0,0,0,2
521,1,5211,Unfezant,Normal,Flying,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,1.2,29,80,115,80,65,55,93,488,45,15,3840,Flying,,244,0,3,0,0,0,0,3
522,1,5221,Blitzle,Electric,,Black,Lightning Rod,Motor Drive,Sap Sipper,5,0,0,0.8,29.8,45,60,32,50,32,76,295,190,20,5120,Field,,59,0,0,0,0,0,1,1
523,1,5231,Zebstrika,Electric,,Black,Lightning Rod,Motor Drive,Sap Sipper,5,0,0,1.6,79.5,75,100,63,80,63,116,497,75,20,5120,Field,,174,0,0,0,0,0,2,2
524,1,5241,Roggenrola,Rock,,Blue,Sturdy,Weak Armor,Sand Force,5,0,0,0.4,18,55,75,85,25,25,15,280,255,15,3840,Mineral,,56,0,0,1,0,0,0,1
525,1,5251,Boldore,Rock,,Blue,Sturdy,Weak Armor,Sand Force,5,0,0,0.9,102,70,105,105,50,40,20,390,120,15,3840,Mineral,,137,0,1,1,0,0,0,2
526,1,5261,Gigalith,Rock,,Blue,Sturdy,Sand Stream,Sand Force,5,0,0,1.7,260,85,135,130,60,80,25,515,45,15,3840,Mineral,,258,0,3,0,0,0,0,3
527,1,5271,Woobat,Psychic,Flying,Blue,Unaware,Klutz,Simple,5,0,0,0.4,2.1,65,45,43,55,43,72,323,190,15,3840,Field,Flying,65,0,0,0,0,0,1,1
528,1,5281,Swoobat,Psychic,Flying,Blue,Unaware,Klutz,Simple,5,0,0,0.9,10.5,67,57,55,77,55,114,425,45,15,3840,Field,Flying,149,0,0,0,0,0,2,2
529,1,5291,Drilbur,Ground,,Grey,Sand Rush,Sand Force,Mold Breaker,5,0,0,0.3,8.5,60,85,40,30,45,68,328,120,20,5120,Field,,66,0,1,0,0,0,0,1
530,1,5301,Excadrill,Ground,Steel,Grey,Sand Rush,Sand Force,Mold Breaker,5,0,0,0.7,40.4,110,135,60,50,65,88,508,60,20,5120,Field,,178,0,2,0,0,0,0,2
531,1,5311,Audino,Normal,,Pink,Healer,Regenerator,Klutz,5,0,0,1.1,31,103,60,86,60,86,50,445,255,20,5120,Fairy,,390,2,0,0,0,0,0,2
531,2,5312,Mega Audino,Normal,Fairy,White,Healer,,,5,0,1,1.5,32,103,60,126,80,126,50,545,255,20,5120,Fairy,,425,2,0,0,0,0,0,2
532,1,5321,Timburr,Fighting,,Grey,Guts,Sheer Force,Iron Fist,5,0,0,0.6,12.5,75,80,55,25,35,35,305,180,20,5120,Human-Like,,61,0,1,0,0,0,0,1
533,1,5331,Gurdurr,Fighting,,Grey,Guts,Sheer Force,Iron Fist,5,0,0,1.2,40,85,105,85,40,50,40,405,90,20,5120,Human-Like,,142,0,2,0,0,0,0,2
534,1,5341,Conkeldurr,Fighting,,Brown,Guts,Sheer Force,Iron Fist,5,0,0,1.4,87,105,140,95,55,65,45,505,45,20,5120,Human-Like,,253,0,3,0,0,0,0,3
535,1,5351,Tympole,Water,,Blue,Swift Swim,Hydration,Water Absorb,5,0,0,0.5,4.5,50,50,40,50,40,64,294,255,20,5120,Water1,,59,0,0,0,0,0,1,1
536,1,5361,Palpitoad,Water,Ground,Blue,Swift Swim,Hydration,Water Absorb,5,0,0,0.8,17,75,65,55,65,55,69,384,120,20,5120,Water1,,134,2,0,0,0,0,0,2
537,1,5371,Seismitoad,Water,Ground,Blue,Swift Swim,Poison Touch,Water Absorb,5,0,0,1.5,62,105,95,75,85,75,74,509,45,20,5120,Water1,,255,3,0,0,0,0,0,3
538,1,5381,Throh,Fighting,,Red,Guts,Inner Focus,Mold Breaker,5,0,0,1.3,55.5,120,100,85,30,85,45,465,45,20,5120,Human-Like,,163,2,0,0,0,0,0,2
539,1,5391,Sawk,Fighting,,Blue,Sturdy,Inner Focus,Mold Breaker,5,0,0,1.4,51,75,125,75,30,75,85,465,45,20,5120,Human-Like,,163,0,2,0,0,0,0,2
540,1,5401,Sewaddle,Bug,Grass,Yellow,Swarm,Chlorophyll,Overcoat,5,0,0,0.3,2.5,45,53,70,40,60,42,310,255,15,3840,Bug,,62,0,0,1,0,0,0,1
541,1,5411,Swadloon,Bug,Grass,Green,Leaf guard,Chlorophyll,Overcoat,5,0,0,0.5,7.3,55,63,90,50,80,42,380,120,15,3840,Bug,,133,0,0,2,0,0,0,2
542,1,5421,Leavanny,Bug,Grass,Yellow,Swarm,Chlorophyll,Overcoat,5,0,0,1.2,20.5,75,103,80,70,80,92,500,45,15,3840,Bug,,250,0,3,0,0,0,0,3
543,1,5431,Venipede,Bug,Poison,Red,Poison Point,Swarm,Speed Boost,5,0,0,0.4,5.3,30,45,59,30,39,57,260,255,15,3840,Bug,,52,0,0,1,0,0,0,1
544,1,5441,Whirlipede,Bug,Poison,Grey,Poison Point,Swarm,Speed Boost,5,0,0,1.2,58.5,40,55,99,40,79,47,360,120,15,3840,Bug,,126,0,0,2,0,0,0,2
545,1,5451,Scolipede,Bug,Poison,Red,Poison Point,Swarm,Speed Boost,5,0,0,1.5,200.5,60,100,89,55,69,112,485,45,20,5120,Bug,,243,0,0,0,0,0,3,3
546,1,5461,Cottonee,Grass,Fairy,Green,Prankster,Infiltrator,Chlorophyll,5,0,0,0.3,0.6,40,27,60,37,50,66,280,190,20,5120,Grass,Fairy,56,0,0,0,0,0,1,1
547,1,5471,Whimsicott,Grass,Fairy,Green,Prankster,Infiltrator,Chlorophyll,5,0,0,0.7,6.6,60,67,85,77,75,116,480,75,20,5120,Grass,Fairy,168,0,0,0,0,0,2,2
548,1,5481,Petilil,Grass,,Green,Chlorophyll,Own Tempo,Leaf Guard,5,0,0,0.5,6.6,45,35,50,70,50,30,280,190,20,5120,Grass,,56,0,0,0,1,0,0,1
549,1,5491,Lilligant,Grass,,Green,Chlorophyll,Own Tempo,Leaf Guard,5,0,0,1.1,16.3,70,60,75,110,75,90,480,75,20,5120,Grass,,168,0,0,0,2,0,0,2
550,1,5501,Basculin,Water,,Green,Reckless,Adaptability,Mold Breaker,5,0,0,1,18,70,92,65,80,55,98,460,25,40,10240,Water2,,161,0,0,0,0,0,2,2
550,2,5502,Basculin,Water,,Green,Rock Head,Adaptability,Mold Breaker,5,0,0,1,18,70,92,65,80,55,98,460,25,40,10240,Water2,,161,0,0,0,0,0,2,2
551,1,5511,Sandile,Ground,Dark,Brown,Intimidate,Moxie,Anger Point,5,0,0,0.7,15.2,50,72,35,35,35,65,292,180,20,5120,Field,,58,0,1,0,0,0,0,1
552,1,5521,Krokorok,Ground,Dark,Brown,Intimidate,Moxie,Anger Point,5,0,0,1,33.4,60,82,45,45,45,74,351,90,20,5120,Field,,123,0,2,0,0,0,0,2
553,1,5531,Krookodile,Ground,Dark,Red,Intimidate,Moxie,Anger Point,5,0,0,1.5,96.3,95,117,80,65,70,92,519,45,20,5120,Field,,260,0,3,0,0,0,0,3
554,1,5541,Darumaka,Fire,,Red,Hustle,,Inner Focus,5,0,0,0.6,37.5,70,90,45,15,45,50,315,120,20,5120,Field,,63,0,1,0,0,0,0,1
554,2,5542,Darumaka,Ice,,White,Hustle,,Inner Focus,8,0,0,0.7,40,70,90,45,15,45,50,315,120,20,5120,Field,,63,0,1,0,0,0,0,1
555,1,5551,Darmanitan,Fire,,Red,Sheer Force,,Zen Mode,5,0,0,1.3,92.9,105,140,55,30,55,95,480,60,20,5120,Field,,168,0,2,0,0,0,0,2
555,2,5552,Darmanitan,Fire,Psychic,White,Zen Mode,,,5,0,0,1.3,92.9,105,30,105,140,105,55,540,60,20,5120,Field,,189,0,0,0,2,0,0,2
555,3,5553,Darmanitan,Ice,,White,Gorilla Tactics,,Zen Mode,8,0,0,1.7,120,105,140,55,30,55,95,480,60,20,5120,Field,,168,0,2,0,0,0,0,2
555,4,5554,Darmanitan,Ice,Fire,White,Gorilla Tactics,,Zen Mode,8,0,0,1.7,120,105,160,55,30,55,135,540,60,20,5120,Field,,189,0,0,0,2,0,0,2
556,1,5561,Maractus,Grass,,Green,Water Absorb,Chlorophyll,Storm Drain,5,0,0,1,28,75,86,67,106,67,60,461,255,20,5120,Grass,,161,0,0,0,2,0,0,2
557,1,5571,Dwebble,Bug,Rock,Red,Sturdy,Shell Armor,Weak Armor,5,0,0,0.3,14.5,50,65,85,35,35,55,325,190,20,5120,Bug,Mineral,65,0,0,1,0,0,0,1
558,1,5581,Crustle,Bug,Rock,Red,Sturdy,Shell Armor,Weak Armor,5,0,0,1.4,200,70,105,125,65,75,45,485,75,20,5120,Bug,Mineral,170,0,0,2,0,0,0,2
559,1,5591,Scraggy,Dark,Fighting,Yellow,Shed Skin,Moxie,Intimidate,5,0,0,0.6,11.8,50,75,70,35,70,48,348,180,15,3840,Field,Dragon,70,0,1,0,0,0,0,1
560,1,5601,Scrafty,Dark,Fighting,Red,Shed Skin,Moxie,Intimidate,5,0,0,1.1,30,65,90,115,45,115,58,488,90,15,3840,Field,Dragon,171,0,0,1,0,1,0,2
561,1,5611,Sigilyph,Psychic,Flying,Black,Wonder Skin,Magic Guard,Tinted Lens,5,0,0,1.4,14,72,58,80,103,80,97,490,45,20,5120,Flying,,172,0,0,0,2,0,0,2
562,1,5621,Yamask,Ghost,,Black,Mummy,,,5,0,0,0.5,1.5,38,30,85,55,65,30,303,190,25,6400,Mineral,Amorphous,61,0,0,1,0,0,0,1
562,2,5622,Yamask,Ghost,Ground,Black,Wandering Spilit,,,8,0,0,0.5,1.5,38,55,85,30,65,30,303,190,25,6400,Mineral,Amorphous,61,0,0,1,0,0,0,1
563,1,5631,Cofagrigus,Ghost,,Yellow,Mummy,,,5,0,0,1.7,76.5,58,50,145,95,105,30,483,90,25,6400,Mineral,Amorphous,169,0,0,2,0,0,0,2
564,1,5641,Tirtouga,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim,5,0,0,0.7,16.5,54,78,103,53,45,22,355,45,30,7680,Water1,Water3,71,0,0,1,0,0,0,1
565,1,5651,Carracosta,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim,5,0,0,1.2,81,74,108,133,83,65,32,495,45,30,7680,Water1,Water3,173,0,0,2,0,0,0,2
566,1,5661,Archen,Rock,Flying,Yellow,Defeatist,,,5,0,0,0.5,9.5,55,112,45,74,45,70,401,45,30,7680,Flying,Water3,71,0,1,0,0,0,0,1
567,1,5671,Archeops,Rock,Flying,Yellow,Defeatist,,,5,0,0,1.4,32,75,140,65,112,65,110,567,45,30,7680,Flying,Water3,177,0,2,0,0,0,0,2
568,1,5681,Trubbish,Poison,,Green,Stench,Sticky Hold,Aftermath,5,0,0,0.6,31,50,50,62,40,62,65,329,190,20,5120,Mineral,,66,0,0,0,0,0,1,1
569,1,5691,Garbodor,Poison,,Green,Stench,Weak Armor,Aftermath,5,0,0,1.9,107.3,80,95,82,60,82,75,474,60,20,5120,Mineral,,166,0,2,0,0,0,0,2
570,1,5701,Zorua,Dark,,Grey,Illusion,,,5,0,0,0.7,12.5,40,65,40,80,40,65,330,75,25,6400,Field,,66,0,0,0,1,0,0,1
571,1,5711,Zoroark,Dark,,Grey,Illusion,,,5,0,0,1.6,81.1,60,105,60,120,60,105,510,45,20,5120,Field,,179,0,0,0,2,0,0,2
572,1,5721,Minccino,Normal,,Grey,Cute Charm,Technician,Skill Link,5,0,0,0.4,5.8,55,50,40,40,40,75,300,255,15,3840,Field,,60,0,0,0,0,0,1,1
573,1,5731,Cinccino,Normal,,Grey,Cute Charm,Technician,Skill Link,5,0,0,0.5,7.5,75,95,60,65,60,115,470,60,15,3840,Field,,165,0,0,0,0,0,2,2
574,1,5741,Gothita,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,0.4,5.8,45,30,50,55,65,45,290,200,20,5120,Human-Like,,58,0,0,0,0,1,0,1
575,1,5751,Gothorita,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,0.7,18,60,45,70,75,85,55,390,100,20,5120,Human-Like,,137,0,0,0,0,2,0,2
576,1,5761,Gothitelle,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,1.5,44,70,55,95,95,110,65,490,50,20,5120,Human-Like,,245,0,0,0,0,3,0,3
577,1,5771,Solosis,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,0.3,1,45,30,40,105,50,20,290,200,20,5120,Amorphous,,58,0,0,0,1,0,0,1
578,1,5781,Duosion,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,0.6,8,65,40,50,125,60,30,370,100,20,5120,Amorphous,,130,0,0,0,2,0,0,2
579,1,5791,Reuniclus,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,1,20.1,110,65,75,125,85,30,490,50,20,5120,Amorphous,,245,0,0,0,3,0,0,3
580,1,5801,Ducklett,Water,Flying,Blue,Keen Eye,Big Pecks,Hydration,5,0,0,0.5,5.5,62,44,50,44,50,55,305,190,20,5120,Water1,Flying,61,1,0,0,0,0,0,1
581,1,5811,Swanna,Water,Flying,White,Keen Eye,Big Pecks,Hydration,5,0,0,1.3,24.2,75,87,63,87,63,98,473,45,20,5120,Water1,Flying,166,0,0,0,0,0,2,2
582,1,5821,Vanillite,Ice,,White,Ice Body,Snow Cloak,Weak Armor,5,0,0,0.4,5.7,36,50,50,65,60,44,305,255,20,5120,Mineral,,61,0,0,0,1,0,0,1
583,1,5831,Vanillish,Ice,,White,Ice Body,Snow Cloak,Weak Armor,5,0,0,1.1,41,51,65,65,80,75,59,395,120,20,5120,Mineral,,138,0,0,0,2,0,0,2
584,1,5841,Vanilluxe,Ice,,White,Ice Body,Snow Warning,Weak Armor,5,0,0,1.3,57.5,71,95,85,110,95,79,535,45,20,5120,Mineral,,268,0,0,0,3,0,0,3
585,1,5851,Deerling,Normal,Grass,Pink,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,190,20,5120,Field,,67,0,0,0,0,0,1,1
585,2,5852,Deerling,Normal,Grass,Green,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,190,20,5120,Field,,67,0,0,0,0,0,1,1
585,3,5853,Deerling,Normal,Grass,Red,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,190,20,5120,Field,,67,0,0,0,0,0,1,1
585,4,5854,Deerling,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,190,20,5120,Field,,67,0,0,0,0,0,1,1
586,1,5861,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,75,20,5120,Field,,166,0,2,0,0,0,0,2
586,2,5862,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,75,20,5120,Field,,166,0,2,0,0,0,0,2
586,3,5863,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,75,20,5120,Field,,166,0,2,0,0,0,0,2
586,4,5864,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,75,20,5120,Field,,166,0,2,0,0,0,0,2
587,1,5871,Emolga,Electric,Flying,White,Static,,Motor drive,5,0,0,0.4,5,55,75,60,75,60,103,428,200,20,5120,Field,,150,0,0,0,0,0,2,2
588,1,5881,Karrablast,Bug,,Blue,Swarm,Shed Skin,No Guard,5,0,0,0.5,5.9,50,75,45,40,45,60,315,200,15,3840,Bug,,63,0,1,0,0,0,0,1
589,1,5891,Escavalier,Bug,Steel,Grey,Swarm,Shell Armor,Overcoat,5,0,0,1,33,70,135,105,60,105,20,495,75,15,3840,Bug,,173,0,2,0,0,0,0,2
590,1,5901,Foongus,Grass,Poison,White,Effect Spore,,Regenerator,5,0,0,0.2,1,69,55,45,55,55,15,294,190,20,5120,Grass,,59,1,0,0,0,0,0,1
591,1,5911,Amoonguss,Grass,Poison,White,Effect Spore,,Regenerator,5,0,0,0.6,10.5,114,85,70,85,80,30,464,75,20,5120,Grass,,162,2,0,0,0,0,0,2
592,1,5921,Frillish,Water,Ghost,White,Water Absorb,Cursed Body,Damp,5,0,0,1.2,33,55,40,50,65,85,40,335,190,20,5120,Amorphous,,67,0,0,0,0,1,0,1
593,1,5931,Jellicent,Water,Ghost,White,Water Absorb,Cursed Body,Damp,5,0,0,2.2,135,100,60,70,85,105,60,480,60,20,5120,Amorphous,,168,0,0,0,0,2,0,2
594,1,5941,Alomomola,Water,,Pink,Healer,Hydration,Regenerator,5,0,0,1.2,31.6,165,75,80,40,45,65,470,75,40,10240,Water1,Water2,165,2,0,0,0,0,0,2
595,1,5951,Joltik,Bug,Electric,Yellow,Compound Eyes,Unnerve,Swarm,5,0,0,0.1,0.6,50,47,50,57,50,65,319,190,20,5120,Bug,,64,0,0,0,0,0,1,1
596,1,5961,Galvantula,Bug,Electric,Yellow,Compound Eyes,Unnerve,Swarm,5,0,0,0.8,14.3,70,77,60,97,60,108,472,75,20,5120,Bug,,165,0,0,0,0,0,2,2
597,1,5971,Ferroseed,Grass,Steel,Grey,Iron Barbs,,,5,0,0,0.6,18.8,44,50,91,24,86,10,305,255,20,5120,Grass,Mineral,61,0,0,1,0,0,0,1
598,1,5981,Ferrothorn,Grass,Steel,Grey,Iron Barbs,,Anticipation,5,0,0,1,110,74,94,131,54,116,20,489,90,20,5120,Grass,Mineral,171,0,0,2,0,0,0,2
599,1,5991,Klink,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.3,21,40,55,70,45,60,30,300,130,20,5120,Mineral,,60,0,0,1,0,0,0,1
600,1,6001,Klang,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.6,51,60,80,95,70,85,50,440,60,20,5120,Mineral,,154,0,0,2,0,0,0,2
601,1,6011,Klinklang,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.6,81,60,100,115,70,85,90,520,30,20,5120,Mineral,,260,0,0,3,0,0,0,3
602,1,6021,Tynamo,Electric,,White,Levitate,,,5,0,0,0.2,0.3,35,55,40,45,40,60,275,190,20,5120,Amorphous,,55,0,0,0,0,0,1,1
603,1,6031,Eelektrik,Electric,,Blue,Levitate,,,5,0,0,1.2,22,65,85,70,75,70,40,405,60,20,5120,Amorphous,,142,0,2,0,0,0,0,2
604,1,6041,Eelektross,Electric,,Blue,Levitate,,,5,0,0,2.1,80.5,85,115,80,105,80,50,515,30,20,5120,Amorphous,,258,0,3,0,0,0,0,3
605,1,6051,Elgyem,Psychic,,Blue,Telepathy,Synchronize,Analytic,5,0,0,0.5,9,55,55,55,85,55,30,335,255,20,5120,Human-Like,,67,0,0,0,1,0,0,1
